Measure	Value	Library
Total Sequences	28261307	JTSVD07_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD07_R1_rmphix_fastqc
Sequence length	50-151	JTSVD07_R1_rmphix_fastqc
%GC	58	JTSVD07_R1_rmphix_fastqc
Filename	JTSVD07_R2_rmphix.fq.gz	JTSVD07_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD07_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD07_R2_rmphix_fastqc
Total Sequences	28261307	JTSVD07_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD07_R2_rmphix_fastqc
Sequence length	50-151	JTSVD07_R2_rmphix_fastqc
%GC	58	JTSVD07_R2_rmphix_fastqc
Filename	JTSVD08_R1_rmphix.fq.gz	JTSVD08_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD08_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD08_R1_rmphix_fastqc
Total Sequences	28792192	JTSVD08_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD08_R1_rmphix_fastqc
Sequence length	50-151	JTSVD08_R1_rmphix_fastqc
%GC	58	JTSVD08_R1_rmphix_fastqc
Filename	JTSVD08_R2_rmphix.fq.gz	JTSVD08_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD08_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD08_R2_rmphix_fastqc
Total Sequences	28792192	JTSVD08_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD08_R2_rmphix_fastqc
Sequence length	50-151	JTSVD08_R2_rmphix_fastqc
%GC	58	JTSVD08_R2_rmphix_fastqc
Filename	JTSVD09_R1_rmphix.fq.gz	JTSVD09_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD09_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD09_R1_rmphix_fastqc
Total Sequences	26531793	JTSVD09_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD09_R1_rmphix_fastqc
Sequence length	50-151	JTSVD09_R1_rmphix_fastqc
%GC	57	JTSVD09_R1_rmphix_fastqc
Filename	JTSVD09_R2_rmphix.fq.gz	JTSVD09_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD09_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD09_R2_rmphix_fastqc
Total Sequences	26531793	JTSVD09_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD09_R2_rmphix_fastqc
Sequence length	50-151	JTSVD09_R2_rmphix_fastqc
%GC	57	JTSVD09_R2_rmphix_fastqc
Filename	JTSVD10_R1_rmphix.fq.gz	JTSVD10_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD10_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD10_R1_rmphix_fastqc
Total Sequences	31787990	JTSVD10_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD10_R1_rmphix_fastqc
Sequence length	50-151	JTSVD10_R1_rmphix_fastqc
%GC	57	JTSVD10_R1_rmphix_fastqc
Filename	JTSVD10_R2_rmphix.fq.gz	JTSVD10_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD10_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD10_R2_rmphix_fastqc
Total Sequences	31787990	JTSVD10_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD10_R2_rmphix_fastqc
Sequence length	50-151	JTSVD10_R2_rmphix_fastqc
%GC	57	JTSVD10_R2_rmphix_fastqc
Filename	JTSVD11_R1_rmphix.fq.gz	JTSVD11_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD11_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD11_R1_rmphix_fastqc
Total Sequences	31631773	JTSVD11_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD11_R1_rmphix_fastqc
Sequence length	50-151	JTSVD11_R1_rmphix_fastqc
%GC	56	JTSVD11_R1_rmphix_fastqc
Filename	JTSVD11_R2_rmphix.fq.gz	JTSVD11_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD11_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD11_R2_rmphix_fastqc
Total Sequences	31631773	JTSVD11_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD11_R2_rmphix_fastqc
Sequence length	50-151	JTSVD11_R2_rmphix_fastqc
%GC	56	JTSVD11_R2_rmphix_fastqc
Filename	JTSVD12_R1_rmphix.fq.gz	JTSVD12_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD12_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD12_R1_rmphix_fastqc
Total Sequences	33489284	JTSVD12_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD12_R1_rmphix_fastqc
Sequence length	50-151	JTSVD12_R1_rmphix_fastqc
%GC	57	JTSVD12_R1_rmphix_fastqc
Filename	JTSVD12_R2_rmphix.fq.gz	JTSVD12_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD12_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD12_R2_rmphix_fastqc
Total Sequences	33489284	JTSVD12_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD12_R2_rmphix_fastqc
Sequence length	50-151	JTSVD12_R2_rmphix_fastqc
%GC	57	JTSVD12_R2_rmphix_fastqc
Filename	JTSVD13_R1_rmphix.fq.gz	JTSVD13_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD13_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD13_R1_rmphix_fastqc
Total Sequences	28818400	JTSVD13_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD13_R1_rmphix_fastqc
Sequence length	50-151	JTSVD13_R1_rmphix_fastqc
%GC	58	JTSVD13_R1_rmphix_fastqc
Filename	JTSVD13_R2_rmphix.fq.gz	JTSVD13_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD13_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD13_R2_rmphix_fastqc
Total Sequences	28818400	JTSVD13_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD13_R2_rmphix_fastqc
Sequence length	50-151	JTSVD13_R2_rmphix_fastqc
%GC	58	JTSVD13_R2_rmphix_fastqc
Filename	JTSVD14_R1_rmphix.fq.gz	JTSVD14_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD14_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD14_R1_rmphix_fastqc
Total Sequences	29075559	JTSVD14_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD14_R1_rmphix_fastqc
Sequence length	50-151	JTSVD14_R1_rmphix_fastqc
%GC	58	JTSVD14_R1_rmphix_fastqc
Filename	JTSVD14_R2_rmphix.fq.gz	JTSVD14_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD14_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD14_R2_rmphix_fastqc
Total Sequences	29075559	JTSVD14_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD14_R2_rmphix_fastqc
Sequence length	50-151	JTSVD14_R2_rmphix_fastqc
%GC	58	JTSVD14_R2_rmphix_fastqc
Filename	JTSVD15_R1_rmphix.fq.gz	JTSVD15_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD15_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD15_R1_rmphix_fastqc
Total Sequences	28463647	JTSVD15_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD15_R1_rmphix_fastqc
Sequence length	50-151	JTSVD15_R1_rmphix_fastqc
%GC	58	JTSVD15_R1_rmphix_fastqc
Filename	JTSVD15_R2_rmphix.fq.gz	JTSVD15_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD15_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD15_R2_rmphix_fastqc
Total Sequences	28463647	JTSVD15_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD15_R2_rmphix_fastqc
Sequence length	50-151	JTSVD15_R2_rmphix_fastqc
%GC	58	JTSVD15_R2_rmphix_fastqc
Filename	JTSVD16_R1_rmphix.fq.gz	JTSVD16_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD16_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD16_R1_rmphix_fastqc
Total Sequences	28798695	JTSVD16_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD16_R1_rmphix_fastqc
Sequence length	50-151	JTSVD16_R1_rmphix_fastqc
%GC	59	JTSVD16_R1_rmphix_fastqc
Filename	JTSVD16_R2_rmphix.fq.gz	JTSVD16_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD16_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD16_R2_rmphix_fastqc
Total Sequences	28798695	JTSVD16_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD16_R2_rmphix_fastqc
Sequence length	50-151	JTSVD16_R2_rmphix_fastqc
%GC	59	JTSVD16_R2_rmphix_fastqc
Filename	JTSVD17_R1_rmphix.fq.gz	JTSVD17_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD17_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD17_R1_rmphix_fastqc
Total Sequences	27193455	JTSVD17_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD17_R1_rmphix_fastqc
Sequence length	50-151	JTSVD17_R1_rmphix_fastqc
%GC	59	JTSVD17_R1_rmphix_fastqc
Filename	JTSVD17_R2_rmphix.fq.gz	JTSVD17_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD17_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD17_R2_rmphix_fastqc
Total Sequences	27193455	JTSVD17_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD17_R2_rmphix_fastqc
Sequence length	50-151	JTSVD17_R2_rmphix_fastqc
%GC	59	JTSVD17_R2_rmphix_fastqc
Filename	JTSVD18_R1_rmphix.fq.gz	JTSVD18_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD18_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD18_R1_rmphix_fastqc
Total Sequences	28375853	JTSVD18_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD18_R1_rmphix_fastqc
Sequence length	50-151	JTSVD18_R1_rmphix_fastqc
%GC	59	JTSVD18_R1_rmphix_fastqc
Filename	JTSVD18_R2_rmphix.fq.gz	JTSVD18_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD18_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD18_R2_rmphix_fastqc
Total Sequences	28375853	JTSVD18_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD18_R2_rmphix_fastqc
Sequence length	50-151	JTSVD18_R2_rmphix_fastqc
%GC	59	JTSVD18_R2_rmphix_fastqc
Filename	JTSVD19_R1_rmphix.fq.gz	JTSVD19_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD19_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD19_R1_rmphix_fastqc
Total Sequences	27359969	JTSVD19_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD19_R1_rmphix_fastqc
Sequence length	50-151	JTSVD19_R1_rmphix_fastqc
%GC	58	JTSVD19_R1_rmphix_fastqc
Filename	JTSVD19_R2_rmphix.fq.gz	JTSVD19_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD19_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD19_R2_rmphix_fastqc
Total Sequences	27359969	JTSVD19_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD19_R2_rmphix_fastqc
Sequence length	50-151	JTSVD19_R2_rmphix_fastqc
%GC	58	JTSVD19_R2_rmphix_fastqc
Filename	JTSVD20_R1_rmphix.fq.gz	JTSVD20_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD20_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD20_R1_rmphix_fastqc
Total Sequences	30138006	JTSVD20_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD20_R1_rmphix_fastqc
Sequence length	50-151	JTSVD20_R1_rmphix_fastqc
%GC	58	JTSVD20_R1_rmphix_fastqc
Filename	JTSVD20_R2_rmphix.fq.gz	JTSVD20_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD20_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD20_R2_rmphix_fastqc
Total Sequences	30138006	JTSVD20_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD20_R2_rmphix_fastqc
Sequence length	50-151	JTSVD20_R2_rmphix_fastqc
%GC	58	JTSVD20_R2_rmphix_fastqc
Filename	JTSVD21_R1_rmphix.fq.gz	JTSVD21_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD21_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD21_R1_rmphix_fastqc
Total Sequences	31407364	JTSVD21_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD21_R1_rmphix_fastqc
Sequence length	50-151	JTSVD21_R1_rmphix_fastqc
%GC	58	JTSVD21_R1_rmphix_fastqc
Filename	JTSVD21_R2_rmphix.fq.gz	JTSVD21_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD21_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD21_R2_rmphix_fastqc
Total Sequences	31407364	JTSVD21_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD21_R2_rmphix_fastqc
Sequence length	50-151	JTSVD21_R2_rmphix_fastqc
%GC	58	JTSVD21_R2_rmphix_fastqc
Filename	JTSVD22_R1_rmphix.fq.gz	JTSVD22_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD22_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD22_R1_rmphix_fastqc
Total Sequences	28440760	JTSVD22_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD22_R1_rmphix_fastqc
Sequence length	50-151	JTSVD22_R1_rmphix_fastqc
%GC	58	JTSVD22_R1_rmphix_fastqc
Filename	JTSVD22_R2_rmphix.fq.gz	JTSVD22_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD22_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD22_R2_rmphix_fastqc
Total Sequences	28440760	JTSVD22_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD22_R2_rmphix_fastqc
Sequence length	50-151	JTSVD22_R2_rmphix_fastqc
%GC	58	JTSVD22_R2_rmphix_fastqc
Filename	JTSVD23_R1_rmphix.fq.gz	JTSVD23_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD23_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD23_R1_rmphix_fastqc
Total Sequences	28815967	JTSVD23_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD23_R1_rmphix_fastqc
Sequence length	50-151	JTSVD23_R1_rmphix_fastqc
%GC	58	JTSVD23_R1_rmphix_fastqc
Filename	JTSVD23_R2_rmphix.fq.gz	JTSVD23_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD23_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD23_R2_rmphix_fastqc
Total Sequences	28815967	JTSVD23_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD23_R2_rmphix_fastqc
Sequence length	50-151	JTSVD23_R2_rmphix_fastqc
%GC	58	JTSVD23_R2_rmphix_fastqc
Filename	JTSVD24_R1_rmphix.fq.gz	JTSVD24_R1_rmphix_fastqc
File type	Conventional base calls	JTSVD24_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD24_R1_rmphix_fastqc
Total Sequences	27802503	JTSVD24_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD24_R1_rmphix_fastqc
Sequence length	50-151	JTSVD24_R1_rmphix_fastqc
%GC	58	JTSVD24_R1_rmphix_fastqc
Filename	JTSVD24_R2_rmphix.fq.gz	JTSVD24_R2_rmphix_fastqc
File type	Conventional base calls	JTSVD24_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JTSVD24_R2_rmphix_fastqc
Total Sequences	27802503	JTSVD24_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JTSVD24_R2_rmphix_fastqc
Sequence length	50-151	JTSVD24_R2_rmphix_fastqc
%GC	58	JTSVD24_R2_rmphix_fastqc
Filename	JVD100_R1_rmphix.fq.gz	JVD100_R1_rmphix_fastqc
File type	Conventional base calls	JVD100_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD100_R1_rmphix_fastqc
Total Sequences	34851487	JVD100_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD100_R1_rmphix_fastqc
Sequence length	50-151	JVD100_R1_rmphix_fastqc
%GC	60	JVD100_R1_rmphix_fastqc
Filename	JVD100_R2_rmphix.fq.gz	JVD100_R2_rmphix_fastqc
File type	Conventional base calls	JVD100_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD100_R2_rmphix_fastqc
Total Sequences	34851487	JVD100_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD100_R2_rmphix_fastqc
Sequence length	50-151	JVD100_R2_rmphix_fastqc
%GC	60	JVD100_R2_rmphix_fastqc
Filename	JVD101_R1_rmphix.fq.gz	JVD101_R1_rmphix_fastqc
File type	Conventional base calls	JVD101_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD101_R1_rmphix_fastqc
Total Sequences	27676633	JVD101_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD101_R1_rmphix_fastqc
Sequence length	50-151	JVD101_R1_rmphix_fastqc
%GC	60	JVD101_R1_rmphix_fastqc
Filename	JVD101_R2_rmphix.fq.gz	JVD101_R2_rmphix_fastqc
File type	Conventional base calls	JVD101_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD101_R2_rmphix_fastqc
Total Sequences	27676633	JVD101_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD101_R2_rmphix_fastqc
Sequence length	50-151	JVD101_R2_rmphix_fastqc
%GC	60	JVD101_R2_rmphix_fastqc
Filename	JVD102_R1_rmphix.fq.gz	JVD102_R1_rmphix_fastqc
File type	Conventional base calls	JVD102_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD102_R1_rmphix_fastqc
Total Sequences	26781885	JVD102_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD102_R1_rmphix_fastqc
Sequence length	50-151	JVD102_R1_rmphix_fastqc
%GC	61	JVD102_R1_rmphix_fastqc
Filename	JVD102_R2_rmphix.fq.gz	JVD102_R2_rmphix_fastqc
File type	Conventional base calls	JVD102_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD102_R2_rmphix_fastqc
Total Sequences	26781885	JVD102_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD102_R2_rmphix_fastqc
Sequence length	50-151	JVD102_R2_rmphix_fastqc
%GC	61	JVD102_R2_rmphix_fastqc
Filename	JVD103_R1_rmphix.fq.gz	JVD103_R1_rmphix_fastqc
File type	Conventional base calls	JVD103_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD103_R1_rmphix_fastqc
Total Sequences	34252250	JVD103_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD103_R1_rmphix_fastqc
Sequence length	50-151	JVD103_R1_rmphix_fastqc
%GC	59	JVD103_R1_rmphix_fastqc
Filename	JVD103_R2_rmphix.fq.gz	JVD103_R2_rmphix_fastqc
File type	Conventional base calls	JVD103_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD103_R2_rmphix_fastqc
Total Sequences	34252250	JVD103_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD103_R2_rmphix_fastqc
Sequence length	50-151	JVD103_R2_rmphix_fastqc
%GC	59	JVD103_R2_rmphix_fastqc
Filename	JVD104_R1_rmphix.fq.gz	JVD104_R1_rmphix_fastqc
File type	Conventional base calls	JVD104_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD104_R1_rmphix_fastqc
Total Sequences	29295341	JVD104_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD104_R1_rmphix_fastqc
Sequence length	50-151	JVD104_R1_rmphix_fastqc
%GC	60	JVD104_R1_rmphix_fastqc
Filename	JVD104_R2_rmphix.fq.gz	JVD104_R2_rmphix_fastqc
File type	Conventional base calls	JVD104_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD104_R2_rmphix_fastqc
Total Sequences	29295341	JVD104_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD104_R2_rmphix_fastqc
Sequence length	50-151	JVD104_R2_rmphix_fastqc
%GC	60	JVD104_R2_rmphix_fastqc
Filename	JVD105_R1_rmphix.fq.gz	JVD105_R1_rmphix_fastqc
File type	Conventional base calls	JVD105_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD105_R1_rmphix_fastqc
Total Sequences	26891449	JVD105_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD105_R1_rmphix_fastqc
Sequence length	50-151	JVD105_R1_rmphix_fastqc
%GC	60	JVD105_R1_rmphix_fastqc
Filename	JVD105_R2_rmphix.fq.gz	JVD105_R2_rmphix_fastqc
File type	Conventional base calls	JVD105_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD105_R2_rmphix_fastqc
Total Sequences	26891449	JVD105_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD105_R2_rmphix_fastqc
Sequence length	50-151	JVD105_R2_rmphix_fastqc
%GC	61	JVD105_R2_rmphix_fastqc
Filename	JVD106_R1_rmphix.fq.gz	JVD106_R1_rmphix_fastqc
File type	Conventional base calls	JVD106_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD106_R1_rmphix_fastqc
Total Sequences	26216532	JVD106_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD106_R1_rmphix_fastqc
Sequence length	50-151	JVD106_R1_rmphix_fastqc
%GC	61	JVD106_R1_rmphix_fastqc
Filename	JVD106_R2_rmphix.fq.gz	JVD106_R2_rmphix_fastqc
File type	Conventional base calls	JVD106_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD106_R2_rmphix_fastqc
Total Sequences	26216532	JVD106_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD106_R2_rmphix_fastqc
Sequence length	50-151	JVD106_R2_rmphix_fastqc
%GC	61	JVD106_R2_rmphix_fastqc
Filename	JVD107_R1_rmphix.fq.gz	JVD107_R1_rmphix_fastqc
File type	Conventional base calls	JVD107_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD107_R1_rmphix_fastqc
Total Sequences	31071797	JVD107_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD107_R1_rmphix_fastqc
Sequence length	50-151	JVD107_R1_rmphix_fastqc
%GC	61	JVD107_R1_rmphix_fastqc
Filename	JVD107_R2_rmphix.fq.gz	JVD107_R2_rmphix_fastqc
File type	Conventional base calls	JVD107_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD107_R2_rmphix_fastqc
Total Sequences	31071797	JVD107_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD107_R2_rmphix_fastqc
Sequence length	50-151	JVD107_R2_rmphix_fastqc
%GC	61	JVD107_R2_rmphix_fastqc
Filename	JVD108_R1_rmphix.fq.gz	JVD108_R1_rmphix_fastqc
File type	Conventional base calls	JVD108_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD108_R1_rmphix_fastqc
Total Sequences	37984565	JVD108_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD108_R1_rmphix_fastqc
Sequence length	50-151	JVD108_R1_rmphix_fastqc
%GC	61	JVD108_R1_rmphix_fastqc
Filename	JVD108_R2_rmphix.fq.gz	JVD108_R2_rmphix_fastqc
File type	Conventional base calls	JVD108_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD108_R2_rmphix_fastqc
Total Sequences	37984565	JVD108_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD108_R2_rmphix_fastqc
Sequence length	50-151	JVD108_R2_rmphix_fastqc
%GC	61	JVD108_R2_rmphix_fastqc
Filename	JVD109_R1_rmphix.fq.gz	JVD109_R1_rmphix_fastqc
File type	Conventional base calls	JVD109_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD109_R1_rmphix_fastqc
Total Sequences	26488405	JVD109_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD109_R1_rmphix_fastqc
Sequence length	50-151	JVD109_R1_rmphix_fastqc
%GC	60	JVD109_R1_rmphix_fastqc
Filename	JVD109_R2_rmphix.fq.gz	JVD109_R2_rmphix_fastqc
File type	Conventional base calls	JVD109_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD109_R2_rmphix_fastqc
Total Sequences	26488405	JVD109_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD109_R2_rmphix_fastqc
Sequence length	50-151	JVD109_R2_rmphix_fastqc
%GC	60	JVD109_R2_rmphix_fastqc
Filename	JVD110_R1_rmphix.fq.gz	JVD110_R1_rmphix_fastqc
File type	Conventional base calls	JVD110_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD110_R1_rmphix_fastqc
Total Sequences	26636040	JVD110_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD110_R1_rmphix_fastqc
Sequence length	50-151	JVD110_R1_rmphix_fastqc
%GC	61	JVD110_R1_rmphix_fastqc
Filename	JVD110_R2_rmphix.fq.gz	JVD110_R2_rmphix_fastqc
File type	Conventional base calls	JVD110_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD110_R2_rmphix_fastqc
Total Sequences	26636040	JVD110_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD110_R2_rmphix_fastqc
Sequence length	50-151	JVD110_R2_rmphix_fastqc
%GC	62	JVD110_R2_rmphix_fastqc
Filename	JVD111_R1_rmphix.fq.gz	JVD111_R1_rmphix_fastqc
File type	Conventional base calls	JVD111_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD111_R1_rmphix_fastqc
Total Sequences	28008262	JVD111_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD111_R1_rmphix_fastqc
Sequence length	50-151	JVD111_R1_rmphix_fastqc
%GC	60	JVD111_R1_rmphix_fastqc
Filename	JVD111_R2_rmphix.fq.gz	JVD111_R2_rmphix_fastqc
File type	Conventional base calls	JVD111_R2_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD111_R2_rmphix_fastqc
Total Sequences	28008262	JVD111_R2_rmphix_fastqc
Sequences flagged as poor quality	0	JVD111_R2_rmphix_fastqc
Sequence length	50-151	JVD111_R2_rmphix_fastqc
%GC	60	JVD111_R2_rmphix_fastqc
Filename	JVD112_R1_rmphix.fq.gz	JVD112_R1_rmphix_fastqc
File type	Conventional base calls	JVD112_R1_rmphix_fastqc
Encoding	Sanger / Illumina 1.9	JVD112_R1_rmphix_fastqc
Total Sequences	36931895	JVD112_R1_rmphix_fastqc
Sequences flagged as poor quality	0	JVD112_R1_rmphix_fastqc
Sequence length	50-151	JVD112_R1_rmphix_fastqc
%GC	61	JVD112_R1_rmphix_fastqc
Filename	JVD112_R2_rmphix.fq.gz	JVD112_R2_rmphix_fastqc
