SampleID	DNAID	Profile	Description	fwd1	rvs1	fwd2	rvs2	fwd3	rvs3	fwd4	rvs4	fwd5	rvs5	fwd6	rvs6
JEP122	JVD122	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD122_S266_L002_R1_001.fastq.gz	JVD122_S266_L002_R2_001.fastq.gz	JVD122_S330_L004_R1_001.fastq.gz	JVD122_S330_L004_R2_001.fastq.gz	JVD122_S237_L003_R1_001.fastq.gz	JVD122_S237_L003_R2_001.fastq.gz	JVD122_S237_L002_R1_001.fastq.gz	JVD122_S237_L002_R2_001.fastq.gz	JVD122_S237_L001_R1_001.fastq.gz	JVD122_S237_L001_R2_001.fastq.gz		
JEP123	JVD123	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD123_S122_L002_R1_001.fastq.gz	JVD123_S122_L002_R2_001.fastq.gz	JVD123_S186_L004_R1_001.fastq.gz	JVD123_S186_L004_R2_001.fastq.gz	JVD123_S93_L003_R1_001.fastq.gz	JVD123_S93_L003_R2_001.fastq.gz	JVD123_S93_L002_R1_001.fastq.gz	JVD123_S93_L002_R2_001.fastq.gz	JVD123_S93_L001_R1_001.fastq.gz	JVD123_S93_L001_R2_001.fastq.gz		
JEP125	JVD125	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD125_S123_L002_R1_001.fastq.gz	JVD125_S123_L002_R2_001.fastq.gz	JVD125_S187_L004_R1_001.fastq.gz	JVD125_S187_L004_R2_001.fastq.gz	JVD125_S94_L003_R1_001.fastq.gz	JVD125_S94_L003_R2_001.fastq.gz	JVD125_S94_L002_R1_001.fastq.gz	JVD125_S94_L002_R2_001.fastq.gz	JVD125_S94_L001_R1_001.fastq.gz	JVD125_S94_L001_R2_001.fastq.gz		
JEP127	JVD127	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD127_S124_L002_R1_001.fastq.gz	JVD127_S124_L002_R2_001.fastq.gz	JVD127_S188_L004_R1_001.fastq.gz	JVD127_S188_L004_R2_001.fastq.gz	JVD127_S95_L003_R1_001.fastq.gz	JVD127_S95_L003_R2_001.fastq.gz	JVD127_S95_L002_R1_001.fastq.gz	JVD127_S95_L002_R2_001.fastq.gz	JVD127_S95_L001_R1_001.fastq.gz	JVD127_S95_L001_R2_001.fastq.gz		
JEP129	JVD129	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD129_S125_L002_R1_001.fastq.gz	JVD129_S125_L002_R2_001.fastq.gz	JVD129_S189_L004_R1_001.fastq.gz	JVD129_S189_L004_R2_001.fastq.gz	JVD129_S96_L003_R1_001.fastq.gz	JVD129_S96_L003_R2_001.fastq.gz	JVD129_S96_L002_R1_001.fastq.gz	JVD129_S96_L002_R2_001.fastq.gz	JVD129_S96_L001_R1_001.fastq.gz	JVD129_S96_L001_R2_001.fastq.gz		
JEP130	JVD130	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD130_S126_L002_R1_001.fastq.gz	JVD130_S126_L002_R2_001.fastq.gz	JVD130_S190_L004_R1_001.fastq.gz	JVD130_S190_L004_R2_001.fastq.gz	JVD130_S97_L003_R1_001.fastq.gz	JVD130_S97_L003_R2_001.fastq.gz	JVD130_S97_L002_R1_001.fastq.gz	JVD130_S97_L002_R2_001.fastq.gz	JVD130_S97_L001_R1_001.fastq.gz	JVD130_S97_L001_R2_001.fastq.gz		
JEP133	JVD133	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD133_S127_L002_R1_001.fastq.gz	JVD133_S127_L002_R2_001.fastq.gz	JVD133_S191_L004_R1_001.fastq.gz	JVD133_S191_L004_R2_001.fastq.gz	JVD133_S98_L003_R1_001.fastq.gz	JVD133_S98_L003_R2_001.fastq.gz	JVD133_S98_L002_R1_001.fastq.gz	JVD133_S98_L002_R2_001.fastq.gz	JVD133_S98_L001_R1_001.fastq.gz	JVD133_S98_L001_R2_001.fastq.gz		
JEP135	JVD135	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD135_S267_L002_R1_001.fastq.gz	JVD135_S267_L002_R2_001.fastq.gz	JVD135_S331_L004_R1_001.fastq.gz	JVD135_S331_L004_R2_001.fastq.gz	JVD135_S238_L003_R1_001.fastq.gz	JVD135_S238_L003_R2_001.fastq.gz	JVD135_S238_L002_R1_001.fastq.gz	JVD135_S238_L002_R2_001.fastq.gz	JVD135_S238_L001_R1_001.fastq.gz	JVD135_S238_L001_R2_001.fastq.gz		
JEP137	JVD137	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD137_S128_L002_R1_001.fastq.gz	JVD137_S128_L002_R2_001.fastq.gz	JVD137_S192_L004_R1_001.fastq.gz	JVD137_S192_L004_R2_001.fastq.gz	JVD137_S99_L003_R1_001.fastq.gz	JVD137_S99_L003_R2_001.fastq.gz	JVD137_S99_L002_R1_001.fastq.gz	JVD137_S99_L002_R2_001.fastq.gz	JVD137_S99_L001_R1_001.fastq.gz	JVD137_S99_L001_R2_001.fastq.gz		
JEP140	JVD140	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD140_S129_L002_R1_001.fastq.gz	JVD140_S129_L002_R2_001.fastq.gz	JVD140_S193_L004_R1_001.fastq.gz	JVD140_S193_L004_R2_001.fastq.gz	JVD140_S100_L003_R1_001.fastq.gz	JVD140_S100_L003_R2_001.fastq.gz	JVD140_S100_L002_R1_001.fastq.gz	JVD140_S100_L002_R2_001.fastq.gz	JVD140_S100_L001_R1_001.fastq.gz	JVD140_S100_L001_R2_001.fastq.gz		
JEP141	JVD141	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD141_S268_L002_R1_001.fastq.gz	JVD141_S268_L002_R2_001.fastq.gz	JVD141_S332_L004_R1_001.fastq.gz	JVD141_S332_L004_R2_001.fastq.gz	JVD141_S239_L003_R1_001.fastq.gz	JVD141_S239_L003_R2_001.fastq.gz	JVD141_S239_L002_R1_001.fastq.gz	JVD141_S239_L002_R2_001.fastq.gz	JVD141_S239_L001_R1_001.fastq.gz	JVD141_S239_L001_R2_001.fastq.gz		
JEP143	JVD143	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD143_S269_L002_R1_001.fastq.gz	JVD143_S269_L002_R2_001.fastq.gz	JVD143_S333_L004_R1_001.fastq.gz	JVD143_S333_L004_R2_001.fastq.gz	JVD143_S240_L003_R1_001.fastq.gz	JVD143_S240_L003_R2_001.fastq.gz	JVD143_S240_L002_R1_001.fastq.gz	JVD143_S240_L002_R2_001.fastq.gz	JVD143_S240_L001_R1_001.fastq.gz	JVD143_S240_L001_R2_001.fastq.gz		
JEP147	JVD147	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD147_S270_L002_R1_001.fastq.gz	JVD147_S270_L002_R2_001.fastq.gz	JVD147_S334_L004_R1_001.fastq.gz	JVD147_S334_L004_R2_001.fastq.gz	JVD147_S241_L003_R1_001.fastq.gz	JVD147_S241_L003_R2_001.fastq.gz	JVD147_S241_L002_R1_001.fastq.gz	JVD147_S241_L002_R2_001.fastq.gz	JVD147_S241_L001_R1_001.fastq.gz	JVD147_S241_L001_R2_001.fastq.gz		
JEP148	JVD148	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD148_S271_L002_R1_001.fastq.gz	JVD148_S271_L002_R2_001.fastq.gz	JVD148_S335_L004_R1_001.fastq.gz	JVD148_S335_L004_R2_001.fastq.gz	JVD148_S242_L003_R1_001.fastq.gz	JVD148_S242_L003_R2_001.fastq.gz	JVD148_S242_L002_R1_001.fastq.gz	JVD148_S242_L002_R2_001.fastq.gz	JVD148_S242_L001_R1_001.fastq.gz	JVD148_S242_L001_R2_001.fastq.gz		
JEP149	JVD149	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD149_S130_L002_R1_001.fastq.gz	JVD149_S130_L002_R2_001.fastq.gz	JVD149_S194_L004_R1_001.fastq.gz	JVD149_S194_L004_R2_001.fastq.gz	JVD149_S101_L003_R1_001.fastq.gz	JVD149_S101_L003_R2_001.fastq.gz	JVD149_S101_L002_R1_001.fastq.gz	JVD149_S101_L002_R2_001.fastq.gz	JVD149_S101_L001_R1_001.fastq.gz	JVD149_S101_L001_R2_001.fastq.gz		
JEP157	JVD157	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD157_S272_L002_R1_001.fastq.gz	JVD157_S272_L002_R2_001.fastq.gz	JVD157_S336_L004_R1_001.fastq.gz	JVD157_S336_L004_R2_001.fastq.gz	JVD157_S243_L003_R1_001.fastq.gz	JVD157_S243_L003_R2_001.fastq.gz	JVD157_S243_L002_R1_001.fastq.gz	JVD157_S243_L002_R2_001.fastq.gz	JVD157_S243_L001_R1_001.fastq.gz	JVD157_S243_L001_R2_001.fastq.gz		
JEP159	JVD159	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD159_S131_L002_R1_001.fastq.gz	JVD159_S131_L002_R2_001.fastq.gz	JVD159_S195_L004_R1_001.fastq.gz	JVD159_S195_L004_R2_001.fastq.gz	JVD159_S102_L003_R1_001.fastq.gz	JVD159_S102_L003_R2_001.fastq.gz	JVD159_S102_L002_R1_001.fastq.gz	JVD159_S102_L002_R2_001.fastq.gz	JVD159_S102_L001_R1_001.fastq.gz	JVD159_S102_L001_R2_001.fastq.gz		
JEP17	JVD17	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD17_S30_L002_R1_001.fastq.gz	JVD17_S30_L002_R2_001.fastq.gz	JVD17_S94_L004_R1_001.fastq.gz	JVD17_S94_L004_R2_001.fastq.gz	JVD17_S1_L003_R1_001.fastq.gz	JVD17_S1_L003_R2_001.fastq.gz	JVD17_S1_L002_R1_001.fastq.gz	JVD17_S1_L002_R2_001.fastq.gz	JVD17_S1_L001_R1_001.fastq.gz	JVD17_S1_L001_R2_001.fastq.gz		
JEP18	JVD18	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD18_S31_L002_R1_001.fastq.gz	JVD18_S31_L002_R2_001.fastq.gz	JVD18_S95_L004_R1_001.fastq.gz	JVD18_S95_L004_R2_001.fastq.gz	JVD18_S2_L003_R1_001.fastq.gz	JVD18_S2_L003_R2_001.fastq.gz	JVD18_S2_L002_R1_001.fastq.gz	JVD18_S2_L002_R2_001.fastq.gz	JVD18_S2_L001_R1_001.fastq.gz	JVD18_S2_L001_R2_001.fastq.gz		
JEP19	JVD19	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD19_S32_L002_R1_001.fastq.gz	JVD19_S32_L002_R2_001.fastq.gz	JVD19_S96_L004_R1_001.fastq.gz	JVD19_S96_L004_R2_001.fastq.gz	JVD19_S3_L003_R1_001.fastq.gz	JVD19_S3_L003_R2_001.fastq.gz	JVD19_S3_L002_R1_001.fastq.gz	JVD19_S3_L002_R2_001.fastq.gz	JVD19_S3_L001_R1_001.fastq.gz	JVD19_S3_L001_R2_001.fastq.gz		
JEP20	JVD20	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD20_S260_L002_R1_001.fastq.gz	JVD20_S260_L002_R2_001.fastq.gz	JVD20_S324_L004_R1_001.fastq.gz	JVD20_S324_L004_R2_001.fastq.gz	JVD20_S231_L003_R1_001.fastq.gz	JVD20_S231_L003_R2_001.fastq.gz	JVD20_S231_L002_R1_001.fastq.gz	JVD20_S231_L002_R2_001.fastq.gz	JVD20_S231_L001_R1_001.fastq.gz	JVD20_S231_L001_R2_001.fastq.gz		
JEP201	JVD201	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD201_S1_L003_R1_001.fastq.gz	JVD201_S1_L003_R2_001.fastq.gz	JVD201_S1_L002_R1_001.fastq.gz	JVD201_S1_L002_R2_001.fastq.gz								
JEP202	JVD202	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD202_S2_L003_R1_001.fastq.gz	JVD202_S2_L003_R2_001.fastq.gz	JVD202_S2_L002_R1_001.fastq.gz	JVD202_S2_L002_R2_001.fastq.gz								
JEP203	JVD203	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD203_S3_L003_R1_001.fastq.gz	JVD203_S3_L003_R2_001.fastq.gz	JVD203_S3_L002_R1_001.fastq.gz	JVD203_S3_L002_R2_001.fastq.gz								
JEP204	JVD204	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD204_S4_L003_R1_001.fastq.gz	JVD204_S4_L003_R2_001.fastq.gz										
JEP205	JVD205	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD205_S5_L003_R1_001.fastq.gz	JVD205_S5_L003_R2_001.fastq.gz	JVD205_S4_L002_R1_001.fastq.gz	JVD205_S4_L002_R2_001.fastq.gz								
JEP206	JVD206	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD206_S6_L003_R1_001.fastq.gz	JVD206_S6_L003_R2_001.fastq.gz	JVD206_S5_L002_R1_001.fastq.gz	JVD206_S5_L002_R2_001.fastq.gz								
JEP207	JVD207	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD207_S7_L003_R1_001.fastq.gz	JVD207_S7_L003_R2_001.fastq.gz	JVD207_S6_L002_R1_001.fastq.gz	JVD207_S6_L002_R2_001.fastq.gz								
JEP208	JVD208	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD208_S8_L003_R1_001.fastq.gz	JVD208_S8_L003_R2_001.fastq.gz			JVD208_S431_L004_R1_001.fastq.gz	JVD208_S431_L004_R2_001.fastq.gz						
JEP209	JVD209	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD209_S9_L003_R1_001.fastq.gz	JVD209_S9_L003_R2_001.fastq.gz	JVD209_S7_L002_R1_001.fastq.gz	JVD209_S7_L002_R2_001.fastq.gz								
JEP21	JVD21	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD21_S33_L002_R1_001.fastq.gz	JVD21_S33_L002_R2_001.fastq.gz	JVD21_S97_L004_R1_001.fastq.gz	JVD21_S97_L004_R2_001.fastq.gz	JVD21_S4_L003_R1_001.fastq.gz	JVD21_S4_L003_R2_001.fastq.gz	JVD21_S4_L002_R1_001.fastq.gz	JVD21_S4_L002_R2_001.fastq.gz	JVD21_S4_L001_R1_001.fastq.gz	JVD21_S4_L001_R2_001.fastq.gz		
JEP210	JVD210	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD210_S10_L003_R1_001.fastq.gz	JVD210_S10_L003_R2_001.fastq.gz	JVD210_S8_L002_R1_001.fastq.gz	JVD210_S8_L002_R2_001.fastq.gz								
JEP211	JVD211	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD211_S11_L003_R1_001.fastq.gz	JVD211_S11_L003_R2_001.fastq.gz	JVD211_S9_L002_R1_001.fastq.gz	JVD211_S9_L002_R2_001.fastq.gz								
JEP212	JVD212	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD212_S12_L003_R1_001.fastq.gz	JVD212_S12_L003_R2_001.fastq.gz	JVD212_S10_L002_R1_001.fastq.gz	JVD212_S10_L002_R2_001.fastq.gz								
JEP213	JVD213	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD213_S13_L003_R1_001.fastq.gz	JVD213_S13_L003_R2_001.fastq.gz										
JEP214	JVD214	DNase-treated virome of grassland soil	Viral-size-fractionation (0.22 um) of fresh soil samples followed by a Dnase incubation to remove extracellular DNA. DNA extraction was performed with the PowerSoil Pro kit (QIAGEN). Whole shotgun metagenomic library was built with the DNA Hyper Prep Kit (Kapa Biosystems-Roche)	JVD214_S14_L003_R1_001.fastq.gz	JVD214_S14_L003_R2_001.fastq.gz	JVD214_S11_L002_R1_001.fastq.gz	JVD214_S11_L002_R2_001.fastq.gz								
